Fecha/hora inicio,Temperatura almacén principal (inicio),Humedad almacén principal (inicio),Temperatura almacén producción (inicio),Humedad almacén producción (inicio),Fecha/hora fin,Temperatura almacén principal (fin),Humedad almacén principal (fin),Temperatura almacén producción (fin),Humedad almacén producción (fin)
2023-09-05 08:00:00,18.48596191,48.74131775,20.15885353,48.69068146,2023-09-07 09:00:00,18.83127545,46.46267319,20.42650414,51.0387713
2023-09-05 08:00:00,18.48596191,48.74131775,20.15885353,48.69068146,2023-09-07 08:00:00,19.03573608,46.34331512,20.22395706,48.27835464
2023-09-13 07:00:00,19.24931303,53.58072662,20.56394577,48.00360234,2023-09-15 10:00:00,19.05381775,51.07359269,20.42650414,49.27542225
2023-09-13 07:00:00,19.24931303,53.58072662,20.56394577,48.00360234,2023-09-15 13:00:00,20.75376129,50.08680344,20.49884224,48.15176392
2023-09-12 08:00:00,20.37036896,51.03081512,20.42650414,48.00708771,2023-09-14 08:00:00,20.1063385,54.80783224,20.3614006,48.41579819
2023-09-12 08:00:00,20.37036896,51.03081512,20.42650414,48.00708771,2023-09-14 10:00:00,19.03573608,54.92983246,20.08651543,51.03765851
2023-09-25 08:00:00,20.56971834,48.47366714,20.07024002,49.59062817,2023-09-27 10:00:00,20.4969635,48.22410202,20.42650414,47.45564516
2023-09-25 08:00:00,20.56971834,48.47366714,20.07024002,49.59062817,2023-09-27 10:00:00,20.4969635,48.22410202,20.42650414,47.45564516
2023-09-26 09:00:00,20.61993408,48.3145256,20.15162086,49.76490021,2023-09-28 10:00:00,21.01055908,48.48090363,20.29267883,48.27835464
2023-09-26 09:00:00,20.61993408,48.3145256,20.15162086,49.76490021,2023-09-28 11:00:00,20.49334717,48.34707642,20.42650414,49.76490021
2023-10-02 08:00:00,20.85503387,48.61834335,20.22395706,50.04340363,2023-10-04 08:00:00,21.12630463,50.75231552,20.47714043,48.27835464
2023-10-02 08:00:00,20.85503387,48.61834335,20.22395706,50.04340363,2023-10-04 10:00:00,19.57103729,51.0489006,20.22395706,47.61284637
2023-10-03 08:00:00,21.00332642,50.03313674,20.3614006,50.64291375,2023-10-05 09:00:00,21.02140808,50.36892319,19.95630836,49.10300827
2023-10-03 08:00:00,21.00332642,50.03313674,20.3614006,50.64291375,2023-10-05 11:00:00,20.35228729,50.03703359,20.0456181,48.73328396
2023-09-27 13:00:00,21.11432788,50.08370147,20.42650414,48.01432037,2023-09-29 13:00:00,21.15161896,51.4395256,20.52892833,47.27890719
2023-10-09 13:00:00,20.96781021,48.71238327,20.0214119,47.54557574,2023-10-11 13:00:00,20.77545929,49.01620483,20.15885353,50.8535881
2023-10-09 13:00:00,20.96781021,48.71238327,20.0214119,47.54557574,2023-10-11 13:00:00,20.77545929,49.01620483,20.15885353,50.8535881
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 11:00:00,20.3501515,48.74855423,20.49884224,49.0957756
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 09:00:00,21.08985747,48.75217056,20.08832359,50.85720444
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 09:00:00,21.08985747,48.75217056,20.08832359,50.85720444
2023-10-23 10:00:00,21.53501129,44.44444275,20.0214119,50.17722702,2023-10-25 09:00:00,21.14800262,42.64150334,19.95269012,49.98966483
2023-10-23 10:00:00,21.53501129,44.44444275,20.0214119,50.17722702,2023-10-25 10:00:00,21.21618928,42.57450867,20.05215454,49.64192581
2023-10-24 07:00:00,21.70203398,44.17317581,19.81705666,50.72337723,2023-10-26 08:00:00,21.52656155,43.64511108,20.08651543,51.66377258
2023-10-24 07:00:00,21.70203398,44.17317581,19.81705666,50.72337723,2023-10-26 08:00:00,21.52656155,43.64511108,20.08651543,51.66377258
2023-10-31 10:00:00,20.50057983,44.15025655,20.42650414,47.61284637,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631
2023-10-31 09:00:00,21.54559817,42.97598267,19.82248306,48.69791412,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631
2023-10-31 10:00:00,20.50057983,44.15025655,20.42650414,47.61284637,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631
2023-10-25 12:00:00,21.57416971,42.38663327,20.22395706,48.828125,2023-10-27 09:00:00,21.13715363,42.58174133,20.08651543,49.91319275
2023-10-25 13:00:00,21.94733429,42.42983246,20.49884224,48.68331886,2023-10-27 11:00:00,20.88034821,42.15132904,19.61451149,51.27314758
2023-11-06 09:00:00,19.81336975,43.11704254,20.2890625,41.88698687,2023-11-08 09:00:00,21.352602,40.29586029,19.99247742,40.32117844
2023-11-06 09:00:00,19.81336975,43.11704254,20.2890625,41.88698687,2023-11-08 08:00:00,21.14438629,40.10977632,19.99247742,40.86371613
2023-11-07 11:00:00,20.61993408,42.63961029,19.89301109,47.48263931,2023-11-09 10:00:00,20.22569275,44.06105042,19.81705666,43.4317131
2023-11-07 11:00:00,20.61993408,42.63961029,19.89301109,47.48263931,2023-11-09 09:00:00,19.95080566,43.79340363,20.35416603,41.89584019
2023-11-13 09:00:00,22.34519196,42.16218185,19.94907379,51.93865585,2023-11-15 08:00:00,22.47848914,44.27445221,20.42650414,47.74305344
2023-11-13 09:00:00,22.34519196,42.16218185,19.94907379,51.93865585,2023-11-15 09:00:00,21.86347237,43.91275787,19.88397026,51.53356552
2023-11-14 07:00:00,21.81351471,45.76461029,20.44639778,51.12847137,2023-11-16 08:00:00,22.45370483,44.58188629,20.22395706,51.93865585
2023-11-08 13:00:00,20.79506578,41.11328125,20.49160767,42.34664154,2023-11-10 10:00:00,21.73526099,43.88744354,20.22395706,45.3125
2023-11-08 12:00:00,20.9531434,41.49667358,20.42650414,41.39539719,2023-11-10 09:00:00,21.41564941,44.18764496,20.35959244,45.17505646
2023-11-14 07:00:00,21.81351471,45.76461029,20.44639778,51.12847137,2023-11-16 08:00:00,22.45370483,44.58188629,20.22395706,51.93865585
2023-11-20 08:00:00,22.98900604,38.60315323,20.0214119,45.99247742,2023-11-22 09:00:00,19.74552004,39.63035202,20.15885353,45.18228912
2023-11-20 08:00:00,22.98900604,38.60315323,20.0214119,45.99247742,2023-11-22 08:00:00,19.6706298,40.16926956,20.0214119,46.34535298
2023-11-21 08:00:00,22.12214747,42.60545592,20.15704536,51.25867844,2023-11-23 08:00:00,21.41564941,33.31524658,20.42650414,37.61574173
2023-11-21 08:00:00,22.12214747,42.60545592,20.15704536,51.25867844,2023-11-23 08:00:00,21.41564941,33.31524658,20.42650414,37.61574173
2023-11-15 12:00:00,22.23307037,45.23654556,20.40661049,50.98379517,2023-11-17 09:00:00,20.93582125,42.96513367,20.08651543,51.30208206
2023-11-15 13:00:00,22.09830461,43.48958206,20.5458622,50.38353389,2023-11-17 09:00:00,20.93582125,42.96513367,20.08651543,51.30208206
2023-11-27 07:00:00,22.02329254,40.28862762,19.74652672,41.68113327,2023-11-29 09:00:00,22.69965363,41.34838104,20.08651543,46.67245102
2023-11-27 07:00:00,22.02329254,40.28862762,19.74652672,41.68113327,2023-11-29 09:00:00,22.69965363,41.34838104,20.08651543,46.67245102
2023-11-28 07:00:00,22.0703125,39.76055908,19.60908508,41.68113327,2023-11-30 08:00:00,22.35056839,43.33827234,20.49160767,48.69791412
2023-11-28 07:00:00,22.0703125,39.76055908,19.60908508,41.68113327,2023-11-30 08:00:00,22.35056839,43.33827234,20.49160767,48.69791412
2023-11-22 12:00:00,20.31333636,38.292099,20.45106511,42.59259033,2023-11-24 08:00:00,22.00959535,33.86501694,20.02397057,35.91561053
2023-11-22 13:00:00,21.11080444,37.85445404,20.2890625,42.47685242,2023-11-24 09:00:00,22.31987762,33.82523346,19.68142319,36.53790283
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881
2023-11-29 13:00:00,23.50621796,42.16218185,20.22395706,46.60738066,2023-12-01 10:00:00,22.0594635,45.54397964,20.35416603,51.44853536
2023-11-29 13:00:00,23.50621796,42.16218185,20.22395706,46.60738066,2023-12-01 10:00:00,22.0594635,45.54397964,20.35416603,51.44853536
2023-12-18 09:00:00,21.01779175,31.24308682,20.5567131,31.89753032,2023-12-20 08:00:00,21.84627787,32.96658989,20.56266456,33.01504517
2023-12-18 14:00:00,22.57667542,30.24811935,19.60908508,31.27170181,2023-12-20 10:00:00,22.20052338,32.77994537,20.62724304,32.5653098
2023-12-19 07:00:00,21.94371796,30.9823494,19.49696159,32.08911896,2023-12-21 10:00:00,22.17881775,33.84693146,20.75925827,33.82522964
2023-12-19 13:00:00,23.11559296,30.63150978,19.60908508,31.40914345,2023-12-21 09:00:00,21.8689949,33.79212993,19.53855515,36.54513931
2024-01-16 11:00:00,22.4500885,41.76793671,20.83159637,39.60317615,2024-01-18 09:00:00,20.21122742,41.75347137,20.39937782,44.64699173
2024-01-17 09:00:00,21.80265808,45.13165283,20.01779556,50.99826431,2024-01-19 09:00:00,19.30531491,43.79701996,19.67418861,44.24551392
2024-01-20 08:00:00,21.40861396,37.06597137,19.80982399,39.21643522,2024-01-22 08:00:00,21.77354791,33.60821533,20.11331872,33.22279708
2024-01-20 08:00:00,21.40861396,37.06597137,19.80982399,39.21643522,2024-01-22 08:00:00,21.77354791,33.60821533,20.11331872,33.22279708
2024-01-20 08:00:00,21.40861396,37.06597137,19.80982399,39.21643522,2024-01-22 08:00:00,21.77354791,33.60821533,20.11331872,33.22279708
2024-01-22 08:00:00,21.77354791,33.60821533,20.11331872,33.22279708,2024-01-24 08:00:00,22.18243408,41.76432037,20.61221234,42.43530968
2024-01-22 11:00:00,22.85517883,33.604599,20.48799133,35.39014064,2024-01-24 09:00:00,20.34867096,42.32132721,20.53696104,42.40367436
2024-01-22 11:00:00,22.85517883,33.604599,20.48799133,35.39014064,2024-01-24 08:00:00,22.18243408,41.76432037,20.61221234,42.43530968
2024-01-23 07:00:00,22.08008023,36.93214417,19.74471855,37.29942305,2024-01-25 08:00:00,20.62716675,44.59273529,19.60908508,46.67245102
2024-01-23 07:00:00,22.08008023,36.93214417,19.74471855,37.29942305,2024-01-25 08:00:00,20.62716675,44.59273529,19.60908508,46.67245102
2024-01-27 07:00:00,17.71918488,45.33056129,19.74652672,45.06655121,2024-01-29 08:00:00,21.14438629,43.91275787,19.81163216,47.36689758
2024-01-27 07:00:00,17.71918488,45.33056129,19.74652672,45.06655121,2024-01-29 08:00:00,21.14438629,43.91275787,19.81163216,47.36689758
2024-01-29 12:00:00,22.32349396,43.24363327,19.74652672,48.03240585,2024-01-31 08:00:00,19.04658508,43.25086975,20.69415474,39.90161896
2024-01-29 11:00:00,21.93286896,43.34128952,19.69425082,45.55678739,2024-01-31 08:00:00,19.04658508,43.25086975,20.69415474,39.90161896
2024-02-03 07:00:00,19.42997742,42.96151733,20.89308357,39.71147074,2024-02-05 08:00:00,19.31061554,39.10228729,19.94907379,37.890625
2024-02-03 07:00:00,19.42997742,42.96151733,20.89308357,39.71147074,2024-02-05 09:00:00,19.30338287,39.35908508,19.94907379,38.54233594
2024-02-05 12:00:00,20.22569275,39.07696533,19.86046028,38.97569275,2024-02-07 10:00:00,19.29253387,44.33232117,19.74652672,43.34642145
2024-02-10 07:00:00,21.67245483,40.14872742,19.88035202,47.13623021,2024-02-12 10:00:00,19.30699921,37.75434113,19.73748589,41.68113327
2024-02-07 10:00:00,19.29253387,44.33232117,19.74652672,43.34642145,2024-02-09 09:00:00,19.98697662,40.02213287,20.01417732,42.8964119
2024-02-10 07:00:00,21.67245483,40.14872742,19.88035202,47.13623021,2024-02-12 11:00:00,19.31784821,37.86284637,20.01417732,49.47974839
2024-02-12 15:00:00,20.35590363,37.19371796,20.2890625,44.37210464,2024-02-14 12:00:00,20.4969635,38.89727783,20.14800262,45.96353912
2024-02-17 08:00:00,23.09751129,40.26808167,19.60908508,50.10347126,2024-02-19 08:00:00,22.70688629,39.73278046,19.74471855,48.03240585
2024-02-19 11:00:00,22.98900604,39.20833206,19.74471855,48.30367279,2024-02-21 07:00:00,18.65596008,36.70905685,19.74652672,40.33564758
2024-02-21 11:00:00,19.44444275,36.6620369,19.74652672,41.55092621,2024-02-23 07:00:00,19.921875,41.36400223,19.88397026,45.73205948
2024-03-02 07:00:00,19.82421875,36.79947662,19.74291039,39.93055344,2024-03-04 09:00:00,21.16321657,31.95645142,19.60908508,36.5137141
2024-03-02 07:00:00,19.82421875,36.79947662,19.74291039,39.93055344,2024-03-04 09:00:00,21.16321657,31.95645142,19.60908508,36.5137141
2024-03-04 13:00:00,20.48249054,29.93460655,20.08651543,33.82764542,2024-03-06 12:00:00,20.62455153,39.35300827,19.60908508,41.27603912
2024-03-09 08:00:00,20.78269196,40.69126129,19.62174416,41.95601654,2024-03-11 09:00:00,19.04658508,39.08535767,19.74652672,40.33203125
2024-03-09 08:00:00,20.78269196,40.69126129,19.62174416,41.95601654,2024-03-11 09:00:00,19.04658508,39.08535767,19.74652672,40.33203125
2024-03-11 13:00:00,20.49334717,38.01113892,20.15162086,39.78587723,2024-03-13 11:00:00,20.4969635,40.41999435,19.88397026,43.84042358
2024-03-12 07:00:00,21.02864838,38.41261292,19.81163216,42.8964119,2024-03-14 08:00:00,21.25650787,39.60257721,19.68142319,44.79166412
2024-03-12 07:00:00,21.02864838,38.41261292,19.81163216,42.8964119,2024-03-14 09:00:00,20.91651917,40.68764496,19.74652672,44.65784073
2024-03-16 09:00:00,21.29267883,43.11096573,19.60908508,52.22439194,2024-03-18 08:00:00,22.45732117,41.61357117,20.3559742,52.34375
2024-03-18 13:00:00,21.40841675,41.46889496,19.94907379,51.67824173,2024-03-20 07:00:00,22.05222321,44.56496048,20.2221489,51.15378952
2024-03-16 09:00:00,21.29267883,43.11096573,19.60908508,52.22439194,2024-03-18 08:00:00,22.45732117,41.61357117,20.3559742,52.34375
2024-03-23 09:00:00,22.06669617,42.0078125,20.08651543,51.80483246,2024-03-25 08:00:00,22.72858429,40.92997742,20.22395706,51.67462158
2024-03-23 09:00:00,22.06669617,42.0078125,20.08651543,51.80483246,2024-03-25 09:00:00,22.71050262,42.00419617,20.22395706,51.80844879
2024-03-25 13:00:00,23.37239838,42.44184113,20.22395706,46.22374001,2024-03-27 09:00:00,19.44805908,37.1973381,19.74652672,44.69694986
2024-03-25 12:00:00,23.2421875,42.41290283,19.94907379,52.34375,2024-03-27 08:00:00,19.46252441,37.86646271,19.61993599,45.63801956
