Fecha/hora inicio,Temperatura almacén principal (inicio),Humedad almacén principal (inicio),Temperatura almacén producción (inicio),Humedad almacén producción (inicio),Fecha/hora fin,Temperatura almacén principal (fin),Humedad almacén principal (fin),Temperatura almacén producción (fin),Humedad almacén producción (fin),Temperatura biorreactores (inicio),Humedad biorreactores (inicio),Temperatura biorreactores (fin),Humedad biorreactores (fin),Temperatura centrifugas (inicio),Humedad centrifugas (inicio),Temperatura centrifugas (fin),Humedad centrifugas (fin)
2023-09-04 08:00:00,20.48610687,49.27300262,20.2890625,50.5859375,2023-09-06 09:00:00,19.03573608,47.55136108,20.294487,54.69684961,22.77617148,59.81202336,23.02774048,66.39823572,18.53389168,68.69411469,19.36552048,70.27722218
2023-09-05 08:00:00,18.48596191,48.74131775,20.15885353,48.69068146,2023-09-07 09:00:00,18.83127545,46.46267319,20.42650414,51.0387713,23.00666289,55.65899229,19.08959791,61.34401688,20.30767982,60.14084956,20.75868666,53.87289112
2023-09-05 08:00:00,18.48596191,48.74131775,20.15885353,48.69068146,2023-09-07 08:00:00,19.03573608,46.34331512,20.22395706,48.27835464,23.00666289,55.65899229,20.87909642,54.4528946,20.30767982,60.14084956,19.74375796,55.6424426
2023-09-13 07:00:00,19.24931303,53.58072662,20.56394577,48.00360234,2023-09-15 10:00:00,19.05381775,51.07359269,20.42650414,49.27542225,19.99923456,69.99720076,19.3641718,74.83410583,18.4457769,70.10913689,18.35078049,69.09506158
2023-09-13 07:00:00,19.24931303,53.58072662,20.56394577,48.00360234,2023-09-15 13:00:00,20.75376129,50.08680344,20.49884224,48.15176392,19.99923456,69.99720076,19.76278376,78.80702574,18.4457769,70.10913689,18.37519455,69.27565303
2023-09-12 08:00:00,20.37036896,51.03081512,20.42650414,48.00708771,2023-09-14 08:00:00,20.1063385,54.80783224,20.3614006,48.41579819,22.68417519,60.71016139,22.89345932,69.18256717,19.36552048,69.19556796,19.24294124,70.0897015
2023-09-12 08:00:00,20.37036896,51.03081512,20.42650414,48.00708771,2023-09-14 10:00:00,19.03573608,54.92983246,20.08651543,51.03765851,22.68417519,60.71016139,20.57058857,83.03111634,19.36552048,69.19556796,18.15546036,70.09946449
2023-09-25 08:00:00,20.56971834,48.47366714,20.07024002,49.59062817,2023-09-27 10:00:00,20.4969635,48.22410202,20.42650414,47.45564516,22.24724268,61.820977,17.20139209,73.09346683,18.74141693,70.63338412,18.58930342,68.15459373
2023-09-25 08:00:00,20.56971834,48.47366714,20.07024002,49.59062817,2023-09-27 10:00:00,20.4969635,48.22410202,20.42650414,47.45564516,22.24724268,61.820977,17.20139209,73.09346683,18.74141693,70.63338412,18.58930342,68.15459373
2023-09-26 09:00:00,20.61993408,48.3145256,20.15162086,49.76490021,2023-09-28 10:00:00,21.01055908,48.48090363,20.29267883,48.27835464,18.57216671,65.42544164,20.03692818,65.227211,20.23976978,61.9372613,19.96071029,72.35155339
2023-09-26 09:00:00,20.61993408,48.3145256,20.15162086,49.76490021,2023-09-28 11:00:00,20.49334717,48.34707642,20.42650414,49.76490021,18.57216671,65.42544164,17.96014214,70.24503074,20.23976978,61.9372613,19.71366448,72.06853679
2023-10-02 08:00:00,20.85503387,48.61834335,20.22395706,50.04340363,2023-10-04 08:00:00,21.12630463,50.75231552,20.47714043,48.27835464,16.69057274,74.35745427,20.02386896,68.23616278,18.889431,64.98081068,18.31684425,71.74737643
2023-10-02 08:00:00,20.85503387,48.61834335,20.22395706,50.04340363,2023-10-04 10:00:00,19.57103729,51.0489006,20.22395706,47.61284637,16.69057274,74.35745427,20.00030518,66.22337763,18.889431,64.98081068,18.80718594,68.21302576
2023-10-03 08:00:00,21.00332642,50.03313674,20.3614006,50.64291375,2023-10-05 09:00:00,21.02140808,50.36892319,19.95630836,49.10300827,20.11017227,66.54560852,20.03736642,66.86341729,18.71700096,66.78732898,20.12241464,70.99063409
2023-10-03 08:00:00,21.00332642,50.03313674,20.3614006,50.64291375,2023-10-05 11:00:00,20.35228729,50.03703359,20.0456181,48.73328396,20.11017227,66.54560852,20.29328346,66.81417084,18.71700096,66.78732898,18.28974342,70.89144897
2023-09-27 13:00:00,21.11432788,50.08370147,20.42650414,48.01432037,2023-09-29 13:00:00,21.15161896,51.4395256,20.52892833,47.27890719,19.97589111,66.25993988,19.88246747,67.22978454,19.96368217,68.86282384,19.69511986,64.98306274
2023-10-09 13:00:00,20.96781021,48.71238327,20.0214119,47.54557574,2023-10-11 13:00:00,20.77545929,49.01620483,20.15885353,50.8535881,19.08099276,67.88831421,17.19107628,72.68273942,19.32889748,66.00848389,18.75514984,65.71550751
2023-10-09 13:00:00,20.96781021,48.71238327,20.0214119,47.54557574,2023-10-11 13:00:00,20.77545929,49.01620483,20.15885353,50.8535881,19.08099276,67.88831421,17.19107628,72.68273942,19.32889748,66.00848389,18.75514984,65.71550751
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 11:00:00,20.3501515,48.74855423,20.49884224,49.0957756,17.88010082,70.09315239,16.51214732,70.17194154,18.59492874,69.5242157,21.10921201,59.77428
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 09:00:00,21.08985747,48.75217056,20.08832359,50.85720444,17.88010082,70.09315239,18.43623161,66.02154883,18.59492874,69.5242157,18.64054477,67.97513829
2023-10-17 09:00:00,21.14800262,48.20963669,19.81886482,48.99450302,2023-10-19 09:00:00,21.08985747,48.75217056,20.08832359,50.85720444,17.88010082,70.09315239,18.43623161,66.02154883,18.59492874,69.5242157,18.64054477,67.97513829
2023-10-23 10:00:00,21.53501129,44.44444275,20.0214119,50.17722702,2023-10-25 09:00:00,21.14800262,42.64150334,19.95269012,49.98966483,17.21783328,71.23126562,17.18557671,59.92615183,18.76735687,64.61683655,20.62245591,46.92283305
2023-10-23 10:00:00,21.53501129,44.44444275,20.0214119,50.17722702,2023-10-25 10:00:00,21.21618928,42.57450867,20.05215454,49.64192581,17.21783328,71.23126562,19.04812813,55.8940032,18.76735687,64.61683655,18.76735687,51.53656558
2023-10-24 07:00:00,21.70203398,44.17317581,19.81705666,50.72337723,2023-10-26 08:00:00,21.52656155,43.64511108,20.08651543,51.66377258,18.46727973,66.36706139,19.63408279,60.06680169,18.58225587,64.15619772,19.18130765,57.7494958
2023-10-24 07:00:00,21.70203398,44.17317581,19.81705666,50.72337723,2023-10-26 08:00:00,21.52656155,43.64511108,20.08651543,51.66377258,18.46727973,66.36706139,19.63408279,60.06680169,18.58225587,64.15619772,19.18130765,57.7494958
2023-10-31 10:00:00,20.50057983,44.15025655,20.42650414,47.61284637,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631,19.32889748,51.71149693,19.4875946,57.89971542,19.67985617,48.1647873,18.96528661,55.06186883
2023-10-31 09:00:00,21.54559817,42.97598267,19.82248306,48.69791412,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631,19.06033516,50.31729729,19.4875946,57.89971542,20.03425626,44.68888718,18.96528661,55.06186883
2023-10-31 10:00:00,20.50057983,44.15025655,20.42650414,47.61284637,2023-11-02 10:00:00,21.04693862,47.00520706,19.74652672,50.4629631,19.32889748,51.71149693,19.4875946,57.89971542,19.67985617,48.1647873,18.96528661,55.06186883
2023-10-25 12:00:00,21.57416971,42.38663327,20.22395706,48.828125,2023-10-27 09:00:00,21.13715363,42.58174133,20.08651543,49.91319275,19.4509716,55.90348009,19.08474922,60.68300247,19.05303053,52.40390652,20.14705459,53.55360217
2023-10-25 13:00:00,21.94733429,42.42983246,20.49884224,48.68331886,2023-10-27 11:00:00,20.88034821,42.15132904,19.61451149,51.27314758,19.57304573,55.62913895,19.18240929,55.31174469,21.1552264,48.6863047,19.25544926,48.44890568
2023-11-06 09:00:00,19.81336975,43.11704254,20.2890625,41.88698687,2023-11-08 09:00:00,21.352602,40.29586029,19.99247742,40.32117844,18.82839394,45.12771988,18.93826103,40.65980911,18.7571406,41.98424563,19.13357925,38.10059368
2023-11-06 09:00:00,19.81336975,43.11704254,20.2890625,41.88698687,2023-11-08 08:00:00,21.14438629,40.10977632,19.99247742,40.86371613,18.82839394,45.12771988,18.8161869,40.12658612,18.7571406,41.98424563,18.19208336,39.09353483
2023-11-07 11:00:00,20.61993408,42.63961029,19.89301109,47.48263931,2023-11-09 10:00:00,20.22569275,44.06105042,19.81705666,43.4317131,19.36552048,42.8647647,19.37772751,49.32706833,20.1308442,38.55355578,20.83643594,42.24715846
2023-11-07 11:00:00,20.61993408,42.63961029,19.89301109,47.48263931,2023-11-09 09:00:00,19.95080566,43.79340363,20.35416603,41.89584019,19.36552048,42.8647647,19.28179591,48.05960012,20.1308442,38.55355578,19.90367369,43.70180346
2023-11-13 09:00:00,22.34519196,42.16218185,19.94907379,51.93865585,2023-11-15 08:00:00,22.47848914,44.27445221,20.42650414,47.74305344,18.80397987,61.77199712,18.76544408,62.81014252,18.47824798,57.32005621,19.5091141,55.39661423
2023-11-13 09:00:00,22.34519196,42.16218185,19.94907379,51.93865585,2023-11-15 09:00:00,21.86347237,43.91275787,19.88397026,51.53356552,18.80397987,61.77199712,18.87722397,62.46528625,18.47824798,57.32005621,18.48314112,61.27718907
2023-11-14 07:00:00,21.81351471,45.76461029,20.44639778,51.12847137,2023-11-16 08:00:00,22.45370483,44.58188629,20.22395706,51.93865585,18.6925869,60.82949448,18.80397987,64.00646973,20.61272896,49.65013021,18.28974342,69.77682392
2023-11-08 13:00:00,20.79506578,41.11328125,20.49160767,42.34664154,2023-11-10 10:00:00,21.73526099,43.88744354,20.22395706,45.3125,19.31669044,43.07314767,19.57304573,48.71669769,18.39960861,44.1267128,20.85639361,42.05823785
2023-11-08 12:00:00,20.9531434,41.49667358,20.42650414,41.39539719,2023-11-10 09:00:00,21.41564941,44.18764496,20.35959244,45.17505646,19.30448341,44.37086105,19.80498695,48.46672588,20.97038504,39.22352129,19.78389354,44.75971079
2023-11-14 07:00:00,21.81351471,45.76461029,20.44639778,51.12847137,2023-11-16 08:00:00,22.45370483,44.58188629,20.22395706,51.93865585,18.6925869,60.82949448,18.80397987,64.00646973,20.61272896,49.65013021,18.28974342,69.77682392
2023-11-20 08:00:00,22.98900604,38.60315323,20.0214119,45.99247742,2023-11-22 09:00:00,19.74552004,39.63035202,20.15885353,45.18228912,18.6559639,50.8682518,18.87722397,35.65172195,19.30515483,45.36604539,19.90143126,30.94223159
2023-11-20 08:00:00,22.98900604,38.60315323,20.0214119,45.99247742,2023-11-22 08:00:00,19.6706298,40.16926956,20.0214119,46.34535298,18.6559639,50.8682518,18.07000923,38.73104095,19.30515483,45.36604539,18.38105457,34.57781351
2023-11-21 08:00:00,22.12214747,42.60545592,20.15704536,51.25867844,2023-11-23 08:00:00,21.41564941,33.31524658,20.42650414,37.61574173,18.74141693,62.52672737,17.11783218,31.59879935,20.00769341,55.79489773,20.87923813,23.63088577
2023-11-21 08:00:00,22.12214747,42.60545592,20.15704536,51.25867844,2023-11-23 08:00:00,21.41564941,33.31524658,20.42650414,37.61574173,18.74141693,62.52672737,17.11783218,31.59879935,20.00769341,55.79489773,20.87923813,23.63088577
2023-11-15 12:00:00,22.23307037,45.23654556,20.40661049,50.98379517,2023-11-17 09:00:00,20.93582125,42.96513367,20.08651543,51.30208206,18.8161869,63.27402496,18.80397987,64.76332855,20.36615205,60.66472155,20.96581108,55.26291656
2023-11-15 13:00:00,22.09830461,43.48958206,20.5458622,50.38353389,2023-11-17 09:00:00,20.93582125,42.96513367,20.08651543,51.30208206,17.21549034,68.5752643,18.80397987,64.76332855,19.97214989,57.46800492,20.96581108,55.26291656
2023-11-27 07:00:00,22.02329254,40.28862762,19.74652672,41.68113327,2023-11-29 09:00:00,22.69965363,41.34838104,20.08651543,46.67245102,18.38740158,46.32404709,19.42655754,50.20905304,21.0100557,36.74801889,19.15942353,46.95159261
2023-11-27 07:00:00,22.02329254,40.28862762,19.74652672,41.68113327,2023-11-29 09:00:00,22.69965363,41.34838104,20.08651543,46.67245102,18.38740158,46.32404709,19.42655754,50.20905304,21.0100557,36.74801889,19.15942353,46.95159261
2023-11-28 07:00:00,22.0703125,39.76055908,19.60908508,41.68113327,2023-11-30 08:00:00,22.35056839,43.33827234,20.49160767,48.69791412,18.7795639,41.80730438,19.32889748,57.70439911,21.08676338,33.62529373,21.08676338,49.03340587
2023-11-28 07:00:00,22.0703125,39.76055908,19.60908508,41.68113327,2023-11-30 08:00:00,22.35056839,43.33827234,20.49160767,48.69791412,18.7795639,41.80730438,19.32889748,57.70439911,21.08676338,33.62529373,21.08676338,49.03340587
2023-11-22 12:00:00,20.31333636,38.292099,20.45106511,42.59259033,2023-11-24 08:00:00,22.00959535,33.86501694,20.02397057,35.91561053,18.86501694,37.16543961,18.21649742,35.96911621,20.92082486,31.53019001,21.02572632,28.74233246
2023-11-22 13:00:00,21.11080444,37.85445404,20.2890625,42.47685242,2023-11-24 09:00:00,22.31987762,33.82523346,19.68142319,36.53790283,17.52067566,39.95178223,18.43623161,35.52964783,19.07050847,33.74314357,18.94426345,32.53301127
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881,18.68037987,43.46469574,18.82839394,41.80730438,20.0857563,37.32619306,20.24445343,36.25933532
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881,18.68037987,43.46469574,18.82839394,41.80730438,20.0857563,37.32619306,20.24445343,36.25933532
2023-12-04 07:00:00,22.54405707,38.14380646,19.68142319,38.42592621,2023-12-06 08:00:00,22.15386446,39.21440887,19.88397026,39.9160881,18.68037987,43.46469574,18.82839394,41.80730438,20.0857563,37.32619306,20.24445343,36.25933532
2023-11-29 13:00:00,23.50621796,42.16218185,20.22395706,46.60738066,2023-12-01 10:00:00,22.0594635,45.54397964,20.35416603,51.44853536,19.37772751,56.23950958,18.93826103,62.19672394,20.57405281,49.59090979,19.93934921,59.69569329
2023-11-29 13:00:00,23.50621796,42.16218185,20.22395706,46.60738066,2023-12-01 10:00:00,22.0594635,45.54397964,20.35416603,51.44853536,19.37772751,56.23950958,18.93826103,62.19672394,20.57405281,49.59090979,19.93934921,59.69569329
2023-12-18 09:00:00,21.01779175,31.24308682,20.5567131,31.89753032,2023-12-20 08:00:00,21.84627787,32.96658989,20.56266456,33.01504517,17.67937279,29.77298051,18.1676693,34.21125031,20.8197546,23.9874417,19.2812073,29.77316634
